chave;periodicidade;ano;mes;justica;seq_orgao;tribunal;dsc_tribunal;uf;uf_sede;idporte;porte;acap;acr;acs;aqv;as;asen;ca;cc;cd;ce;ced;cee;cer;cg;cge;cpc;cpp;crag;crd;del;dimp;dlp;dmt;dob;dpa;dpb;dpl;drs;dvd;ftt;ga;gaed;gaer;gc;gcd;gcgraf;gci;gcm;gconst;gcv;gee;glb;gml;gmv;gpp;grcm;gref;grl;grmv;grtf;grtm;grv;gtf;gtm;gv;gve;km;ltf;ltm;magp;mcont;mtotal;nt;pas;pcap;pcs;pqv;qei;qi;qpv;qvm;qvs;serv;tfaux;tfauxa;tfauxc;tfauxe;tfauxjl;tfauxsp;tfauxt;tfauxv;tpefet;tpi;tpsv;upload;valt;vd;vgef;tmr;qve;qip;cre;gre;cra;gra;uvs;uvm;prqv;pras;prcap;cpt;cpt.ftt;ced.ftt;qi.ftt;lt.ftt
PJ_BR_Mensal_6_2022;Mensal;2022;6;Poder Judiciário;999999;PJ;Poder Judiciário;BR;BR;;;0;0;0;0;0;0;358206,33;66611,81;0;0;242784;53038382,71;93455;0;215976,34;4058,97;76130,18;;;0;0;0;2396,9;0;144682,543;0;9270,045;0;2377,455;0;7688608,5;237386,32;674394,49;0;133543,31;974327,68;0;0;0;0;41461359,66;0;0;0;966642,9;;0;;;17,33657274;66,8800409;;2612378,8;1602312,02;0;0;0;150686;23958;0;0;0;0;0;0;;0;0;42642002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374703,283;0;;;;;;;;;;;80189,15;;;;
CNJ_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;1;CNJ;Conselho Nacional de Justiça;DF;DF;;;0;0;0;0;0;0;530;675;0;0;2520;138095;92;0;589,3;0;45;;;0;0;0;0;0;0;0;0;0;0;0;15019,36;2367;625,6;0;2862;40157,59;0;0;0;0;114347,63;0;0;0;574,2;;0;;;1,2010823;29,512;;1065,36;1328,04;0;0;0;887;45;;0;;0;0;0;;0;0;36575;0;0;0;;0;0;;;;;;;;;;0;0;0;0;589,3;0;;;;;;;;;;;45;;;;
CJF_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;2;CJF;Conselho da Justiça Federal;DF;DF;;;0;0;0;0;0;0;242;1;0;0;379;137195;0;0;0;0;12;;;0;0;0;0;0;0;0;0;0;0;0;6687,96;2577,2;0;0;2,84;76356,73;0;0;0;0;88557,63;0;0;0;164,76;;0;;;0,308571429;;;216;0;0;0;0;700;0;;0;;0;0;0;;0;0;25626;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;12;;;;
STJ_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;12728;STJ;Superior Tribunal de Justiça;DF;DF;;;0;0;0;0;0;0;4423;4;0;0;2604;762811;2186;0;3392;;363;;;0;0;0;;0;;0;;0;;0;129824,38;2864,4;14864,8;0;9,4;64882,23;0;0;0;0;638522,15;0;0;0;4877,64;;0;;;1,171224193;246,5931783;;4027,84;63621,04;0;0;0;3439;258;;0;;0;0;0;;0;0;275168;0;0;0;;0;0;;;;;;;;;;0;0;0;0;3392;0;;;;;;;;;;;363;;;;
TSE_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;12991;TSE;Tribunal Superior Eleitoral;DF;DF;;;0;0;0;0;0;0;550;252;0;0;0;383299;40;0;;0;199;;;0;0;0;24,8;0;1087,9;0;72,1;0;66,5;0;16016,64;0;816;0;376,73;68584,08;0;0;0;0;311509,4;0;0;0;2488,66;;0;;;0,413634514;202,6953333;;1016,3;3040,43;0;0;0;2457;15;;0;;0;0;0;;0;0;215185;0;0;0;;0;0;;;;;;;;;;0;0;0;0;1251,3;0;;;;;;;;;;;199;;;;
TST_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;13221;TST;Tribunal Superior do Trabalho;DF;DF;;;0;0;0;0;0;0;1862;1525;0;0;881;498669;228;0;;26;392;;;0;0;0;0;0;2262;0;0;0;0;0;52006,52;1498,76;1550,4;0;6018,66;13813,76;0;0;0;0;341833,95;0;0;0;5502,39;;0;;;1,375831967;452,0073182;;3357,03;99441,61;0;0;0;2440;220;;0;;0;0;0;;0;0;291290;0;0;0;;0;0;;;;;;;;;;0;0;0;0;2262;0;;;;;;;;;;;418;;;;
STM_DF_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;13309;STM;Superior Tribunal Militar;DF;DF;;;0;0;0;0;0;0;639;313;0;0;424;109701;0;0;0;0;133;;;0;0;0;0;0;0;0;0;0;0;0;18458,44;444,8;0;0;846,86;0;0;0;0;0;88066,47;0;0;0;1711,71;;0;;;10,02742857;226,5371226;;7019,2;48025,87;0;0;0;700;212;;0;;0;0;0;;0;0;107814;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;133;;;;
Sup/Con_BR_Mensal_6_2022;Mensal;2022;6;Superiores/Conselhos;999991;Sup/Con;Tribunal Superior / Conselho;BR;BR;;;0;0;0;0;0;0;8246;2770;0;0;6808;2029770;2546;0;3981,3;26;1144;;;0;0;0;24,8;0;3349,9;0;72,1;0;66,5;0;238013,3;9752,16;17856,8;0;10116,49;263794,39;0;0;0;0;1582837,23;0;0;0;15319,36;;0;;;1,572223477;287,2759867;;16701,73;215456,99;0;0;0;10623;750;0;0;0;0;0;0;;0;0;951658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7494,6;0;;;;;;;;;;;1170;;;;
TRT1_RJ_Mensal_6_2022;Mensal;2022;6;Trabalho;13197;TRT1;TRT 01ª Região;RJ;RJ;;;0;0;0;0;0;0;6432;0;0;0;0;522035,74;0;0;0;0;271;;;0;0;0;0;0;0;0;0;0;0;0;81628;0;0;0;0;0;0;0;0;0;643912;0;0;0;3783,26;;0;;;96,75866667;29,75347222;;40638,64;2142,25;0;0;0;420;72;;0;;0;0;0;;0;0;341880;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;271;;;;
TRT2_SP_Mensal_6_2022;Mensal;2022;6;Trabalho;13198;TRT2;TRT 02ª Região;SP;SP;;;0;0;0;0;0;0;6466,2;1006;0;0;0;846068,37;0;0;325;0;359;;;0;0;0;0;0;4815;0;1463;0;0;0;132218,34;0;0;0;2667,75;2558;0;0;0;0;587831,38;0;0;0;5022,41;;0;;;5,083376;83,5;;6354,22;6179;0;0;0;1250;74;;0;;0;0;0;;0;0;510000;0;0;0;;0;0;;;;;;;;;;0;0;0;0;6603;0;;;;;;;;;;;359;;;;
TRT3_MG_Mensal_6_2022;Mensal;2022;6;Trabalho;13199;TRT3;TRT 03ª Região;MG;MG;;;0;0;0;0;0;0;3344;73;0;0;0;298775;96;0;23,4;1;545;;;0;0;0;23,4;0;798;0;0;0;0;0;60908,45;0;758,4;0;179,58;3948,12;0;0;0;0;247613,67;0;0;0;7858,9;;0;;;25,71246394;3,52997093;;44559,7;1214,31;0;0;0;1733;344;;0;;0;0;0;;0;0;270223;0;0;0;;0;0;;;;;;;;;;0;0;0;0;844,8;0;;;;;;;;;;;546;;;;
TRT4_RS_Mensal_6_2022;Mensal;2022;6;Trabalho;13200;TRT4;TRT 04ª Região;RS;RS;;;0;0;0;0;0;0;2344,37;0;0;0;0;440752,61;0;0;5899;0;182;;;0;0;0;;0;;0;;0;;0;68395,65;0;0;0;0;5862;0;0;0;0;375103,16;0;0;0;0;;0;;;7,291111111;65,02942149;;19686;23605,68;0;0;0;2700;363;;0;;0;0;0;;0;0;167149;0;0;0;;0;0;;;;;;;;;;0;0;0;0;5899;0;;;;;;;;;;;182;;;;
TRT5_BA_Mensal_6_2022;Mensal;2022;6;Trabalho;13201;TRT5;TRT 05ª Região;BA;BA;;;0;0;0;0;0;0;1878;81;0;0;0;243044,34;430;0;0;0;59;;;0;0;0;0;0;0;0;0;0;0;0;67175,71;0;2790,7;0;0;1329,16;0;0;0;0;301715,33;0;0;0;0;;0;;;169,2447475;53,71355932;;16755,23;3169,1;0;0;0;99;59;;0;;0;0;0;;0;0;98182;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;59;;;;
TRT6_PE_Mensal_6_2022;Mensal;2022;6;Trabalho;13202;TRT6;TRT 06ª Região;PE;PE;;;0;0;0;0;0;0;1460;8;0;0;0;323516,79;1789;0;0;0;247;;;0;0;0;25;0;165;0;49,5;0;50;0;22017,97;0;6959,21;0;15;970;0;0;0;0;307572,36;0;0;0;3956,94;;0;;;55,36;26,99696721;;30946,24;3293,63;0;0;0;559;122;;0;;0;0;0;;0;0;68441;0;0;0;;0;0;;;;;;;;;;0;0;0;0;289,5;0;;;;;;;;;;;247;;;;
TRT7_CE_Mensal_6_2022;Mensal;2022;6;Trabalho;13203;TRT7;TRT 07ª Região;CE;CE;;;0;0;0;0;0;0;547;66;0;0;0;346391;686;0;0;0;53;;;0;0;0;0;0;0;0;0;0;0;0;14753,2;0;5082,3;0;0;0;0;0;0;0;277159,76;0;0;0;0;;0;;;9,023111111;;;4872,48;0;0;0;0;540;;;0;;0;0;0;;0;0;75551;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;53;;;;
TRT8_PA_Mensal_6_2022;Mensal;2022;6;Trabalho;13204;TRT8;TRT 08ª Região;PA;PA;;;0;0;0;0;0;0;1275;160;0;0;;331172,09;609;0;;;346;;;0;0;0;0;0;0;0;0;0;0;0;24154,08;;4834,42;0;469,8;5590;0;0;0;0;279400,97;0;0;0;6584,38;;0;;;170,7441509;83,17428571;;9049,44;1746,66;0;0;0;53;21;;0;;0;0;0;;0;0;138497;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;346;;;;
TRT9_PR_Mensal_6_2022;Mensal;2022;6;Trabalho;13205;TRT9;TRT 09ª Região;PR;PR;;;0;0;0;0;0;0;1445;10;0;0;28;325756;0;0;0;;86;;;0;0;0;1;0;451;0;145;0;1;0;27335,65;259,8;0;0;22,79;360,56;0;0;0;0;243054,13;0;0;0;1230,35;;0;;;2,637139881;83,7;;8860,79;17660,7;0;0;0;3360;211;;0;;0;0;0;;0;0;112943;0;0;0;;0;0;;;;;;;;;;0;0;0;0;598;0;;;;;;;;;;;86;;;;
TRT10_DF_Mensal_6_2022;Mensal;2022;6;Trabalho;13206;TRT10;TRT 10ª Região;DF;DF;;;0;0;0;0;0;0;1337;772;0;0;0;277795;614;0;0;11;106;;;0;0;0;8;0;963,5;0;19,2;0;4,5;0;34837,45;0;3991;0;1602,33;217,6;0;0;0;0;235669,12;0;0;0;1460;;0;;;7,193962085;75,63690217;;7589,63;13917,19;0;0;0;1055;184;;0;;0;0;0;;0;0;5500;0;0;0;;0;0;;;;;;;;;;0;0;0;0;995,2;0;;;;;;;;;;;117;;;;
TRT11_AM_Mensal_6_2022;Mensal;2022;6;Trabalho;13207;TRT11;TRT 11ª Região;AM;AM;;;0;0;0;0;0;0;945;0;0;0;0;284326;1273;0;144;0;157;;;0;0;0;0;0;144;0;0;0;0;0;30691,19;0;9609,02;0;0;2483,4;0;0;0;0;285391,99;0;0;0;2474,35;;0;;;16,87923885;75,66766667;;6430,99;2270,03;0;0;0;381;30;;0;;0;0;0;;0;0;89748;0;0;0;;0;0;;;;;;;;;;0;0;0;0;288;0;;;;;;;;;;;157;;;;
TRT12_SC_Mensal_6_2022;Mensal;2022;6;Trabalho;13208;TRT12;TRT 12ª Região;SC;SC;;;0;0;0;0;0;0;1089;823;0;0;0;166594;233;0;323,81;0;71;;;0;0;0;0;0;0;0;0;0;0;0;18913,82;0;1371,94;0;2112,55;107,5;0;0;0;0;115389,83;0;0;0;916,08;;0;;;73,77795918;68,334375;;3615,12;3280,05;0;0;0;49;48;;0;;0;0;0;;0;0;70803;0;0;0;;0;0;;;;;;;;;;0;0;0;0;323,81;0;;;;;;;;;;;71;;;;
TRT13_PB_Mensal_6_2022;Mensal;2022;6;Trabalho;13209;TRT13;TRT 13ª Região;PB;PB;;;0;0;0;0;0;0;746;25;0;0;0;165061;161;0;0;0;23;;;0;0;0;37,8;0;229,75;0;8,8;0;0;0;19573,77;0;1255,8;0;58,25;0;0;0;0;0;121432,4;0;0;0;418,56;;0;;;19,99106412;201,478764;;14653,45;17931,61;0;0;0;733;89;;0;;0;0;0;;0;0;24417;0;0;0;;0;0;;;;;;;;;;0;0;0;0;276,35;0;;;;;;;;;;;23;;;;
TRT14_RO_Mensal_6_2022;Mensal;2022;6;Trabalho;13210;TRT14;TRT 14ª Região;RO;RO;;;0;0;0;0;0;0;336;0;0;0;0;151313;250;0;0;0;22;;;0;0;0;0;0;0;0;0;0;0;0;5689;0;2199,3;0;0;1059,97;0;0;0;0;93566,58;0;0;0;352,88;;0;;;51,14276596;49,85204545;;12018,55;2193,49;0;0;0;235;44;;0;;0;0;0;;0;0;18853;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;22;;;;
TRT15_SP_Mensal_6_2022;Mensal;2022;6;Trabalho;13211;TRT15;TRT 15ª Região;SP;SP;;;0;0;0;0;0;0;2571;16;0;0;504;478345;0;0;0;0;44;;;0;0;0;0;0;812;0;0;0;0;0;86080,63;0;0;0;40,16;0;0;0;0;0;392377,05;0;0;0;617,21;;0;;;93,91103753;20,81561338;;42541,7;11198,8;0;0;0;453;538;;0;;0;0;0;;0;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;0;812;0;;;;;;;;;;;44;;;;
TRT16_MA_Mensal_6_2022;Mensal;2022;6;Trabalho;13212;TRT16;TRT 16ª Região;MA;MA;;;0;0;0;0;0;0;624;112;0;0;0;196436;521;0;0;0;46;;;0;0;0;2;0;163;0;8;0;0;0;15660,55;0;3124,7;0;205,26;0;0;0;0;0;147087,84;0;0;0;675,11;;0;;;1,714220963;66,36264706;;605,12;9025,32;0;0;0;353;136;;0;;0;0;0;;0;0;36225;0;0;0;;0;0;;;;;;;;;;0;0;0;0;173;0;;;;;;;;;;;46;;;;
TRT17_ES_Mensal_6_2022;Mensal;2022;6;Trabalho;13213;TRT17;TRT 17ª Região;ES;ES;;;0;0;0;0;0;0;1435;221;0;0;0;176432;0;0;27;0;73;;;0;0;0;3;0;405;0;23;0;4;0;28250,77;0;0;0;404,31;0;0;0;0;0;213779,48;0;0;0;1291,13;;0;;;6,413765823;42,10047619;;4053,5;884,11;0;0;0;632;21;;0;;0;0;0;;0;0;73000;0;0;0;;0;0;;;;;;;;;;0;0;0;0;462;0;;;;;;;;;;;73;;;;
TRT18_GO_Mensal_6_2022;Mensal;2022;6;Trabalho;13214;TRT18;TRT 18ª Região;GO;GO;;;0;0;0;0;0;0;1154;133;0;0;0;259943,99;159;0;0;0;80;;;0;0;0;;0;;0;;0;;0;22735,53;0;1431;0;312,96;4851,6;0;0;0;0;245523,67;0;0;0;1296,41;;0;;;1,059184442;234,2857143;;844,17;24600;0;0;0;797;105;;0;;0;0;0;;0;0;19835;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;80;;;;
TRT19_AL_Mensal_6_2022;Mensal;2022;6;Trabalho;13215;TRT19;TRT 19ª Região;AL;AL;;;0;0;0;0;0;0;554;55;0;0;0;124019;377;0;600;2;31;;;0;0;0;34;0;496;0;62;0;8;0;17030,23;0;2582,25;0;0;0;0;0;0;0;111494,27;0;0;0;0;;0;;;2,89816;53;;1449,08;1060;0;0;0;500;20;;0;;0;0;0;;0;0;16500;0;0;0;;0;0;;;;;;;;;;0;0;0;0;1200;0;;;;;;;;;;;33;;;;
TRT20_SE_Mensal_6_2022;Mensal;2022;6;Trabalho;13216;TRT20;TRT 20ª Região;SE;SE;;;0;0;0;0;0;0;418;174;0;0;0;126803;239;0;0;0;36;;;0;0;0;0;0;11,9;0;8,8;0;0;0;11287,46;0;1720,8;0;482,28;308,85;0;0;0;0;102671,61;0;0;0;535,46;;0;;;2,103703704;19,56321839;;1136;1702;0;0;0;540;87;;0;;0;0;0;;0;0;;0;0;0;;0;0;;;;;;;;;;0;0;0;0;20,7;0;;;;;;;;;;;36;;;;
TRT21_RN_Mensal_6_2022;Mensal;2022;6;Trabalho;13217;TRT21;TRT 21ª Região;RN;RN;;;0;0;0;0;0;0;879;33;0;0;0;41982,56;36;0;0;0;54;;;0;0;0;0;0;0;0;0;0;0;0;14834,94;0;308;0;66,42;356;0;0;0;0;63215,52;0;0;0;853,42;;0;;;20,71793233;78,23979167;;5510,97;3755,51;0;0;0;266;48;;0;;0;0;0;;0;0;35117;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;54;;;;
TRT22_PI_Mensal_6_2022;Mensal;2022;6;Trabalho;13218;TRT22;TRT 22ª Região;PI;PI;;;0;0;0;0;0;0;641;0;0;0;0;144976;500;0;6303,75;0;47;;;0;0;0;38,95;0;2181,2;0;384,38;0;25,63;0;12087,12;0;2485;0;0;0;0;0;0;0;117134,23;0;0;0;791,93;;0;;;13,8295572;74,53636364;;3747,81;3279,6;0;0;0;271;44;;0;;0;0;0;;0;0;32900;0;0;0;;0;0;;;;;;;;;;0;0;0;0;8933,91;0;;;;;;;;;;;47;;;;
TRT23_MT_Mensal_6_2022;Mensal;2022;6;Trabalho;13219;TRT23;TRT 23ª Região;MT;MT;;;0;0;0;0;0;0;1484;52;0;0;0;221347;0;0;118;0;63;;;0;0;0;73;0;336;0;5,7;0;49;0;29896,99;0;0;0;131,35;0;0;0;0;0;128454,82;0;0;0;908,7;;0;;;9,028129176;;;4053,63;0;0;0;0;449;0;;0;;0;0;0;;0;0;27731;0;0;0;;0;0;;;;;;;;;;0;0;0;0;581,7;0;;;;;;;;;;;63;;;;
TRT24_MS_Mensal_6_2022;Mensal;2022;6;Trabalho;13220;TRT24;TRT 24ª Região;MS;MS;;;0;0;0;0;0;0;742;0;0;0;0;116496;114;0;341;0;135;;;0;0;0;;0;;0;;0;;0;29788,7;0;1534,76;0;0;0;0;0;0;0;109160,14;0;0;0;2330,74;;0;;;28,63125;115,1391304;;13284,9;2648,2;0;0;0;464;23;;0;;0;0;0;;0;0;67500;0;0;0;;0;0;;;;;;;;;;0;0;0;0;341;0;;;;;;;;;;;135;;;;
TRT_BR_Mensal_6_2022;Mensal;2022;6;Trabalho;999991;TRT;Justiça do Trabalho;BR;BR;;;0;0;0;0;0;0;40146,57;3820;0;0;532;6609381,49;8087;0;14104,96;14;3136;;;0;0;0;246,15;0;11971,35;0;2177,38;0;142,13;0;875945,2;259,8;52038,6;0;8770,79;30002,76;0;0;0;0;5745711,31;0;0;0;43358,22;;0;;;16,94932707;58,42610511;;303257,36;156757,24;0;0;0;17892;2683;0;0;0;0;0;0;;0;0;2300995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28641,97;0;;;;;;;;;;;3150;;;;
TRE-AC_AC_Mensal_7_2022;Mensal;2022;7;Eleitoral;13245;TRE-AC;TRE - Acre;AC;AC;;;0;0;0;0;0;0;319;0;0;0;0;75026;175;0;0;0;64,5;;;0;0;0;0;0;225;0;45;0;0;0;2959,83;0;1207,5;0;0;1857,55;0;0;0;0;46009,73;0;0;0;1090,05;;0;;;159,4885714;;;7814,94;0;0;0;0;49;0;;0;;0;0;0;;0;0;32250;0;0;0;;0;0;;;;;;;;;;0;0;0;0;270;0;;;;;;;;;;;64,5;;;;
TRE-AL_AL_Mensal_7_2022;Mensal;2022;7;Eleitoral;13246;TRE-AL;TRE - Alagoas;AL;AL;;;0;0;0;0;0;0;618;0;0;0;0;59305;394;0;0;0;93;;;0;0;0;0;0;0;0;0;0;0;0;11784,94;0;1803,29;0;0;0;0;0;0;0;64300,8;0;0;0;1397,43;;0;;;90,03603774;77,43137097;;4771,91;9601,49;0;0;0;53;124;;0;;0;0;0;;0;0;14844;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;93;;;;
TRE-AP_AP_Mensal_7_2022;Mensal;2022;7;Eleitoral;13247;TRE-AP;TRE - Amapá;AP;AP;;;0;0;0;0;0;0;93;30;0;0;58;50120;158;0;10;0;35;;;0;0;0;0;0;0;0;0;0;18,63;0;1800;164,6;948;0;119,28;0;0;0;0;0;40455,16;0;0;0;380;;0;;;19,55641026;76,88195652;;2288,1;3536,57;0;0;0;117;46;;0;;0;0;0;;0;0;61;0;0;0;;0;0;;;;;;;;;;0;0;0;0;28,63;0;;;;;;;;;;;35;;;;
TRE-AM_AM_Mensal_7_2022;Mensal;2022;7;Eleitoral;13248;TRE-AM;TRE - Amazonas;AM;AM;;;0;0;0;0;0;0;217;478;0;0;1020;162743;355;0;0;0;1454;;;0;0;0;0;0;160;0;5;0;0;0;5762,21;730;1381;0;2061;13950;0;0;0;0;133458,77;0;0;0;21022;;0;;;65,19994505;69,73857143;;11866,39;1464,51;0;0;0;182;21;;0;;0;0;0;;0;0;57432;0;0;0;;0;0;;;;;;;;;;0;0;0;0;165;0;;;;;;;;;;;1454;;;;
TRE-BA_BA_Mensal_7_2022;Mensal;2022;7;Eleitoral;13249;TRE-BA;TRE - Bahia;BA;BA;;;0;0;0;0;0;0;2621;356;0;0;1920;180485;0;0;0;0;966;;;0;0;0;0;0;3509,95;0;9,6;0;0;0;88408,68;0;0;0;0;0;0;0;0;0;226315,87;0;0;0;0;;0;;;39,27265027;102,4871429;;28747,58;1434,82;0;0;0;732;14;;0;;0;0;0;;0;0;301802;0;0;0;;0;0;;;;;;;;;;0;0;0;0;3519,55;0;;;;;;;;;;;966;;;;
TRE-CE_CE_Mensal_7_2022;Mensal;2022;7;Eleitoral;13250;TRE-CE;TRE - Ceará;CE;CE;;;0;0;0;0;0;0;972;168;0;0;0;132076,07;456;0;0;0;270;;;0;0;0;0;0;91,1;0;8,4;0;0;0;16293,05;0;2261,76;0;0;11480,64;0;0;0;0;79974,14;0;0;0;17000;;0;;;8,370248869;88,34846774;;3699,65;10955,21;0;0;0;442;124;;0;;0;0;0;;0;0;16249;0;0;0;;0;0;;;;;;;;;;0;0;0;0;99,5;0;;;;;;;;;;;270;;;;
TRE-DF_DF_Mensal_7_2022;Mensal;2022;7;Eleitoral;13251;TRE-DF;TRE - Distrito Federal;DF;DF;;;0;0;0;0;0;0;643;48;0;0;117;100549;0;0;0;0;99;;;0;0;0;6,69;0;99,16;0;54,265;0;236,61;0;17520,21;179,73;0;0;0;137363,19;0;0;0;0;71858,12;0;0;0;0;;0;;;6,528481481;60,59066667;;1762,69;3635,44;0;0;0;270;60;;0;;0;0;0;;0;0;29403;0;0;0;;0;0;;;;;;;;;;0;0;0;0;396,725;0;;;;;;;;;;;99;;;;
TRE-ES_ES_Mensal_7_2022;Mensal;2022;7;Eleitoral;13252;TRE-ES;TRE - Espírito Santo;ES;ES;;;0;0;0;0;0;0;450;48;0;0;0;71261,63;0;0;0;0;405;;;0;0;0;0;0;0;0;0;0;0;0;8301,44;0;0;0;0;11706,77;0;0;0;0;54445,58;0;0;0;0;;0;;;162,7059712;90,38134615;;22616,13;4699,83;0;0;0;139;52;;0;;0;0;0;;0;0;64334;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;405;;;;
TRE-GO_GO_Mensal_7_2022;Mensal;2022;7;Eleitoral;13253;TRE-GO;TRE - Goiás;GO;GO;;;0;0;0;0;0;0;1064;375;0;0;0;84839,62;434;0;804,6;0;458;;;0;0;0;0;0;0;0;0;0;0;0;20430,47;0;4166,4;0;930,42;3000;0;0;0;0;62614,2;0;0;0;6236,43;;0;;;36,09997063;;;24584,08;;0;0;0;681;;;0;;0;0;0;;0;0;229000;0;0;0;;0;0;;;;;;;;;;0;0;0;0;804,6;0;;;;;;;;;;;458;;;;
TRE-MA_MA_Mensal_7_2022;Mensal;2022;7;Eleitoral;13254;TRE-MA;TRE - Maranhão;MA;MA;;;0;0;0;0;0;0;845;106;0;0;0;245703,71;651;0;230;0;326;;;0;0;0;230;0;0;0;0;0;0;0;12683,46;0;5074,09;0;0;15245,87;0;0;0;0;205268,87;0;0;0;5806,78;;0;;;1,272206304;59,87128655;;444;10237,99;0;0;0;349;171;;0;;0;0;0;;0;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;0;460;0;;;;;;;;;;;326;;;;
TRE-MT_MT_Mensal_7_2022;Mensal;2022;7;Eleitoral;13255;TRE-MT;TRE - Mato Grosso;MT;MT;;;0;0;0;0;0;0;555;25;0;0;120;88936;0;0;0;0;130;;;0;0;0;67;0;407;0;119;0;0;0;1983,35;82,9;0;0;69,75;7986,24;0;0;0;0;86343,75;0;0;0;1760,45;;0;;;20,32551613;70,60097087;;12601,82;7271,9;0;0;0;620;103;;0;;0;0;0;;0;0;81011;0;0;0;;0;0;;;;;;;;;;0;0;0;0;593;0;;;;;;;;;;;130;;;;
TRE-MS_MS_Mensal_7_2022;Mensal;2022;7;Eleitoral;13256;TRE-MS;TRE - Mato Grosso do Sul;MS;MS;;;0;0;0;0;0;0;825;0;0;0;0;70887,59;437;0;0;39;0;;;0;0;0;0;0;650,7;0;196,6;0;0;0;25161,81;0;5013,57;0;0;0;0;0;0;0;68067,52;0;0;0;0;;0;;;44,47472155;36,86766667;;18368,06;3318,09;0;0;0;413;90;;0;;0;0;0;;0;0;47314;0;0;0;;0;0;;;;;;;;;;0;0;0;0;847,3;0;;;;;;;;;;;39;;;;
TRE-MG_MG_Mensal_7_2022;Mensal;2022;7;Eleitoral;13257;TRE-MG;TRE - Minas Gerais;MG;MG;;;0;0;0;0;0;0;2287;273;0;0;1390;187631;0;0;0;0;580;;;0;0;0;0;0;8725;0;1076;0;0;0;39428,46;1570,84;0;0;1016,54;108450;0;0;0;0;163181,24;0;0;0;8134,39;;0;;;117,5792974;78,77496104;;50206,36;30328,36;0;0;0;427;385;;0;;0;0;0;;0;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;0;9801;0;;;;;;;;;;;580;;;;
TRE-PA_PA_Mensal_7_2022;Mensal;2022;7;Eleitoral;13258;TRE-PA;TRE - Pará;PA;PA;;;0;0;0;0;0;0;1422;175;0;0;0;222657,94;453;0;0;367;2;;;0;0;0;90;0;640;0;115;0;67,25;0;19967;0;2490;0;547,94;1565;0;0;0;0;195611,79;0;0;0;18,6;;0;;;176,3325532;74,4156;;24862,89;3720,78;0;0;0;141;50;;0;;0;0;0;;0;0;184362;0;0;0;;0;0;;;;;;;;;;0;0;0;0;912,25;0;;;;;;;;;;;369;;;;
TRE-PB_PB_Mensal_7_2022;Mensal;2022;7;Eleitoral;13259;TRE-PB;TRE - Paraíba;PB;PB;;;0;0;0;0;0;0;837;187;0;0;0;149487;180;0;0;0;109;;;0;0;0;0;0;110;0;0;0;0;0;22391,55;0;720;0;399,93;0;0;0;0;0;125016,8;0;0;0;1411,15;;0;;;0;78,27164706;;0;6653,09;0;0;0;555;85;;0;;0;0;0;;0;0;143596;0;0;0;;0;0;;;;;;;;;;0;0;0;0;110;0;;;;;;;;;;;109;;;;
TRE-PR_PR_Mensal_7_2022;Mensal;2022;7;Eleitoral;13260;TRE-PR;TRE - Paraná;PR;PR;;;0;0;0;0;0;0;1575;159;0;0;0;180677;0;0;0;0;555;;;0;0;0;73;0;4062;0;386;0;0;0;31094,01;0;0;0;295,74;26601,92;0;0;0;0;98211,08;0;0;0;7486,95;;0;;;87,59617886;41,27894309;;43097,32;10154,62;0;0;0;492;246;;0;;0;0;0;;0;0;228963;0;0;0;;0;0;;;;;;;;;;0;0;0;0;4521;0;;;;;;;;;;;555;;;;
