chave;periodicidade;ano;mes;justica;seq_orgao;tribunal;dsc_tribunal;uf;uf_sede;idporte;porte;acap;acr;acs;aqv;as;asen;ca;cc;cd;ce;ced;cee;cer;cg;cge;cpc;cpp;crag;crd;del;dimp;dlp;dmt;dob;dpa;dpb;dpl;drs;dvd;ftt;ga;gaed;gaer;gc;gcd;gcgraf;gci;gcm;gconst;gcv;gee;glb;gml;gmv;gpp;grcm;gref;grl;grmv;grtf;grtm;grv;gtf;gtm;gv;gve;km;ltf;ltm;magp;mcont;mtotal;nt;pas;pcap;pcs;pqv;qei;qi;qpv;qvm;qvs;serv;tfaux;tfauxa;tfauxc;tfauxe;tfauxjl;tfauxsp;tfauxt;tfauxv;tpefet;tpi;tpsv;upload;valt;vd;vgef;tmr;qve;qip;cre;gre;cra;gra;uvs;uvm;prqv;pras;prcap;cpt;cpt.ftt;ced.ftt;qi.ftt;lt.ftt
TRT2_SP_Anual_0_2021;Anual;2021;0;Trabalho;13198;TRT2;TRT 02ª Região;SP;SP;1;Grae;3;60;44;20;0;8;40092;4071;4741,35;38239,54;795;8424181;0;6976,86;1546;0;2792;269,1452381;364,7192308;0;546;11391;6236;0;19241;0;3769;48,881;28;6865;762774,95;461,1;0;220517,62;18488,56;24122,1;0;0;0;0;6124420,52;12780615,51;0;283332,45;0;0;1612898,23;49,31123855;1565,372652;175,020024;1027,834189;54157,44895;218775,03;76059,73;13972621,83;727076,24;364862;1250;74;606;259182,61;272971;0;0;352;0,733333333;2403;1674;2135000;258;108;73;5203;1056;0;;87;;;969;;5164;30;9;1;0;13;168;30820;181;310,997815;30,86108414;22,43615813;0,146872745;2,794344271;85,73972603;5,611111111;0,017501821;;0,017091527;2792;0,406700655;0,115804807;310,997815;0,192862345
TRT3_MG_Anual_0_2021;Anual;2021;0;Trabalho;13199;TRT3;TRT 03ª Região;MG;MG;1;Grae;14;267;267;39;24;9;40613;71;1271,19;90,23;0;3531541;148;17104,44;5474;0;4137;505,7255882;254,238;0;358;0;0;104126;0;0;0;32,4;0;4643;745881,22;0;1169,2;116607,78;0;38308,84;41620,54;1985673,79;0;0;3141344,94;9579309,19;796652,81;134300,18;59655,54;50914,71256;1543901,47;59,65682391;3443,594359;553,8483497;;71953,62341;959819,19;0;6116057,99;922080,26;134228;1733;0;302;160573,57;189376;1;691;1153;1;5588;1543;2068500;85;1;38;3525;816;0;;343;;;473;;3352;145;28;1;0;5;34;5474;39;445,5093689;18,64830285;16,58787249;0,214456953;3,938625908;114,2368421;302;0,0308598;0,006201091;0,017737916;4137;0,891018738;0;445,5093689;0,373250054
TRT4_RS_Anual_0_2021;Anual;2021;0;Trabalho;13200;TRT4;TRT 04ª Região;RS;RS;1;Grae;4;285;85;8;4;10;16694,36;0;2807,95;0;0;4170288,86;0;3729,52;15407;0;731;162,1530435;311,9944444;107;101;150;0;21667;0;0;24;839,68;0;3957;490245,15;0;0;35090,92;0;33337,2;0;0;819468,99;0;4176131,47;7308957,07;0;106568,17;10891,9;0;1279664,79;43,14283479;3330,255313;77,67051739;734,702259;63620,19341;270215,73;266696,92;11006293,46;285057,79;64214;3479;363;287;169413;178822;1;489;222;0,298245614;2646;1029;847596;173;17;18;3109;561;0;;143;;;418;;3093;4;12;1;0;9;23;15431;32;214,2016679;23,32089374;23,35356651;0,093357417;2,741525931;203,8888889;16,88235294;0,08358605;0,030894617;0,014025777;731;0,184735911;0;214,2016679;0,970937579
TRT5_BA_Anual_0_2021;Anual;2021;0;Trabalho;13201;TRT5;TRT 05ª Região;BA;BA;2;Médio;3;183;54;35;2;5;19488;563;13447;59,32;0;3536245,72;2788;27638;0;0;889;477,54;960,5;0;0;914;0;0;143679;0;0;300;0;2941;644340,49;0;13192,3;209783,75;0;37592,85;28602,52;1280104,98;0;0;3246745,32;4966574,07;637104,53;162920,39;0;17779,23583;1033802,89;41,70461356;2262,783194;2287,919333;741,4576271;47171,11385;240231,53;43746;4905795,84;0;263003;105;59;208;119089,32;157412;0;300;95;0,295081967;4304;618;391685;104;31;41;2200;533;0;;105;;;428;;1981;212;7;1;0;14;58;143679;72;133,1808909;22,4649056;20,62578025;0,123802506;4,093337801;66,65853659;6,709677419;0,041812794;0,05100306;0,010767313;889;0,302278137;0;133,1808909;0,055763346
TRT6_PE_Anual_0_2021;Anual;2021;0;Trabalho;13202;TRT6;TRT 06ª Região;PE;PE;2;Médio;59;71;19;5;27;3;15112;31;25868;0;0;3641529,96;6577;27721;0;0;2018;462,0166667;1616,75;25;0;0;130;0;11740;22,1;595;335;13;2326;203199,15;0;19731;277297,74;59,12;0;0;513654,2;0;0;3397064,13;3441302,44;336081,37;270518,76;31437,52;6758,607895;0;33,84956788;3559,457368;394,4810304;324,1709016;49194,52586;233532,77;39548,85;5460592,37;167027,33;360736;592;122;148;101664,59;82223;1;272;490;0,267605634;3005;801;660895;111;19;57;1766;412;16;;117;;;279;;1610;152;4;1;0;16;60;12478;76;284,1337059;44,28845895;41,315254;0,183792856;2,471317636;38,21052632;7,789473684;0,258383491;0,004331072;0,003570544;2018;0,867583835;0;284,1337059;0,306964746
TRT7_CE_Anual_0_2021;Anual;2021;0;Trabalho;13203;TRT7;TRT 07ª Região;CE;CE;2;Médio;3;47;42;31;14;5;6232;813;6186;0;0;3154705;4572;4206,82;0;0;1039;191,2190909;883,7142857;35,2;0;0;123;136,42;4237,2;34,1;183,1;0;68,6;1480;132096,36;0;20345,7;57797,74;1534,12;16575;22909,61;0;847020;0;2512523,91;2199385,68;162775,81;96441,06;15488,99;0;1955624,56;51,24503553;3325,553793;98,12272222;479,445;55717,4505;52986,27;958,89;4457396,04;0;90774;540;2;80;42919;60497;0;208;377;0,893617021;2859;313;534063;80;15;14;987;413;0;;256;;;157;;909;70;8;1;0;7;22;4611,9;29;360,8533784;52,14647007;41,53138023;0,103013373;2,183519183;100;5,333333333;0,062314734;0,01003861;0,08490991;1039;0,702027027;0;360,8533784;0,366216216
TRT8_PA_Anual_0_2021;Anual;2021;0;Trabalho;13204;TRT8;TRT 08ª Região;PA;PA;2;Médio;16;56;54;13;22;16;12079;968;22727,7;0;0;3001132,021;5652;3903,39;0;0;1884;195,1695;710,240625;4718,1;161;64;0;60;2345;2;57,25;125,3;0;1735;228395,02;0;43452,37;139357,07;2682,51;31950;0;0;0;0;3034830,78;3775178,94;350653,47;179279,81;28268,99;0;1350758,18;34,87913028;3447,688654;1334,800377;1286,02;61687,68677;70744,42;27006,42;8019399,28;0;199461;53;21;114;108236,04;80403;1;136;617;0,964285714;888;247;1290602;130;15;37;1236;385;0;;145;;;240;;1213;4;19;1;0;32;20;2402,25;52;743,8628242;37,32611994;37,74524309;0,150230713;2,840628086;43,81081081;7,6;0,039370428;0,003563008;0,022226225;1884;1,085878963;0;743,8628242;0,042651297
TRT9_PR_Anual_0_2021;Anual;2021;0;Trabalho;13205;TRT9;TRT 09ª Região;PR;PR;2;Médio;5;380;63;23;20;5;14381;64;5765,99;914,99;246;3694902;0;10493,87;0;0;595;292,5348718;480,4991667;546;342;3905;8;382,5;4174,75;1250;840,5;273;4;2896;241758,27;285,6;0;86106,35;161,92;18158,34;0;0;0;0;3094171,77;6353534,26;0;57811,36;8688,69;0;5855970,06;56,40968676;1133,556078;101,5943661;452,3615556;90198,15723;341357,07;101781,35;5862880,22;244314,96;169695;3360;225;202;112631,972;116365;0;469;904;0,165789474;5793;868;825730;65;12;37;2353;341;0;;20;;;321;;2253;91;9;1;0;12;39;5027,25;51;285,1277624;31,75269196;26,59022704;0,12358527;2,077585786;72,81081081;16,83333333;0,086971535;0,008097376;0,062430939;595;0,205455801;0,084944751;285,1277624;1,237914365
TRT10_DF_Anual_0_2021;Anual;2021;0;Trabalho;13206;TRT10;TRT 10ª Região;DF;DF;2;Médio;21;196;137;8;8;16;8472;2496;13723,01;130,57;0;2815868;3054;25374,27;0;2;606;593,135814;457,4336667;0;67,1;4123;484;11,27;6523;0;98;25,99;0;1278;220506,15;0;26600,34;207645;5567,14;37064,79;395;1135625,9;0;1539,32;2666175,24;11869075,16;291915,3;34086,27;8692,16;15556,51918;269327,76;202,7313155;466,9352055;99,01678673;901,62125;77259,37978;104462,71;165898,31;7030603,56;0;183429;1055;184;103;58545,84;64261;1;0;5236;0,698979592;1235;640;1600;91;26;57;1059;116;0;;116;;;0;;929;118;12;1;0;30;43;7105;73;1,251956182;43,81923717;41,48978759;0,131837351;3,431414855;20,61403509;3,961538462;0,12079421;0;0,195096505;608;0,475743349;0;1,251956182;0,969483568
TRT11_AM_Anual_0_2021;Anual;2021;0;Trabalho;13207;TRT11;TRT 11ª Região;AM;AM;3;Pequeno;30;67;44;25,165;2;15;7489;1581;2622,46;0;0;2620648;4902,96;22084,95;1397;0;809;374,3211864;524,492;0;59;1000;0;544,49;1345;45,51;52;116;0;1254;251472,84;0;27333,72;145790,21;3765,16;0;626481;1295616,69;0;0;2867037,51;4464625,06;0;117992,5;12133,22;20244,01078;1127914,25;63,77671362;1843,632813;378,8048819;1006,3976;97308,85826;144324,66;25159,94;4476207,48;0;166998;381;25;73;70004;77104;0;1;764;0,656716418;4372;269;668743;46;30;34;878;303;0;;47;;;256;;830;44;4;1;0;5;59;2794;64;533,2878788;33,98848309;37,18403079;0,097128554;3,261475929;34,73529412;2,433333333;0,138543349;0,000398724;0,020308347;809;0,645135566;0;533,2878788;0,323763955
TRT12_SC_Anual_0_2021;Anual;2021;0;Trabalho;13208;TRT12;TRT 12ª Região;SC;SC;2;Médio;8;234;80;137;38;37;11364;541;1432,03;0;0;1803461;1742;3586,43;50139,9;0;1106;239,0953333;358,0075;1910,4;118,8;60;3132,9;106666,667;41;102;822,6;875;68,75;1855;168057,46;0;11298,75;28778,26;1388,68;45984,66;0;0;0;0;1599464,86;4435948,19;94206,99;45782,33;14280,93;0;2345797,36;72,53292291;2409,596316;731,2338776;812,74025;47333,35529;35830,46;32509,61;1609334,08;69562,56;42761;49;40;130;61157,72;98815;0;3223;171;0,341880342;153766;330;597775;34;4;19;1434;291;10;;78;;;203;;1423;10;1;1;0;4;15;54205,15;19;322,2506739;18,25088296;16,18645813;0,115002783;1,70072823;90,78947368;32,5;0,605056368;0,045722798;0,011522911;1106;0,596226415;0;322,2506739;0,047978437
TRT13_PB_Anual_0_2021;Anual;2021;0;Trabalho;13209;TRT13;TRT 13ª Região;PB;PB;3;Pequeno;2;30;30;26;2;2;6697;253;2502,97;59,38;0;1550989;2767;3311,99;0;0;367;168,5685;357,5671429;591;87;744;1213,6;48227,84;1800,1;0;77,85;3070;86,5;1113;201378,53;0;18792,88;33128,84;508,37;3332;12797,47;0;0;0;1298187,01;2321865,34;22349,97;32701,45;6775,56;0;1766569,54;43,16180892;1211,164815;211,61397;2237,32549;66057,76867;155113,04;228207,2;1981733,06;642917,19;48123;733;102;68;53794,44;54843;0;1092;56;1;5428;149;264748;30;10;8;920;125;0;;0;;;125;;881;33;6;1;0;7;20;3178,05;27;237,868823;28,28052805;23,67097004;0,122112211;3,671909451;130,625;6,8;0,187573433;0,490566038;0,025157233;367;0,329739443;0;237,868823;0,750224618
TRT14_RO_Anual_0_2021;Anual;2021;0;Trabalho;13210;TRT14;TRT 14ª Região;RO;RO;3;Pequeno;5;28;22;4;5;21;4379;0;13256;0;0;1410650;1740;2799;0;0;224;121,6956522;301,2727273;397;121;1800;0;0;0;423;0;0;0;939;56174,4;0;9454,44;90035,51;0;0;0;0;0;0;1057062,65;2095368,97;0;95468,2;3582,88;0;370397,11;42,84467522;1424,898507;647,1338723;570,4615909;62768,65231;152076,46;25100,31;2447977,44;0;190260;235;44;64;48906,17;31011;1;120;179;0,785714286;50;242;126187;39;11;54;690;185;0;;93;;;92;;667;19;4;1;0;44;23;0;67;134,3844515;45,48869756;34,08669988;0,141207958;1,811434652;16,2037037;5,818181818;0,013312034;0,025559105;0,038125666;224;0,238551651;0;134,3844515;0,297124601
TRT15_SP_Anual_0_2021;Anual;2021;0;Trabalho;13211;TRT15;TRT 15ª Região;SP;SP;1;Grae;3;88;88;10;16;16;18264;294;4031,053;21124,449;600;5094190;0;10762,818;0;0;1350;366,5203103;237,1207647;0;274,5;324;4363;274754,94;2321,7;18;477,5;1031,23;120;4500;534013,87;570;0;176217,25;675,4;15480;92927,46;5078251,6;0;4221644,99;4420869,21;10559544,66;0;227699,37;19027,38;48829,34231;2017754,56;58,03862252;2189,417019;1018,173273;253,5973792;60111,85463;451050,76;136435,39;12322930,2;617086,53;365192;443;538;392;181939,96;184272;1;30;400;1;4565;2569;19800;205;74;30;3158;950;0;;260;;;690;;2853;296;9;1;0;17;87;7282,2;104;4,4;27,64494877;23,99099814;0,099114353;2,897965345;136,9333333;5,297297297;0,101444444;0,000416667;0,02962963;1350;0,3;0,133333333;4,4;0,218
TRT16_MA_Anual_0_2021;Anual;2021;0;Trabalho;13212;TRT16;TRT 16ª Região;MA;MA;3;Pequeno;0;48;8;6;2;0;9318;896;11643,05;0;0;2012296,41;3101;12983,83;0;0;920;499,3780769;388,1016667;6,3;172;0;151;0;1587,3;0;145,6;103,7;44;781;225499,65;0;17112,06;133964,04;1736,53;39479,5;0;459677,69;0;0;1697191,37;1496146,16;141764,49;115380,05;13502,57;8208,530179;0;32,75907268;2060,358036;95,94855422;784,5610294;50014,48271;31854,92;106700,3;2400695,17;346042,92;201509,9;332;136;57;45671,2;70757;1;158;0;0,166666667;401;332;724500;48;8;48;542;182;0;;37;;;145;;505;30;7;1;0;30;26;1927,9;56;927,6568502;28,43953828;23,98619741;0,131690151;3,186958887;15,08333333;7,125;0,08557405;0,101152369;;920;1,177976953;0;927,6568502;0,599231754
TRT17_ES_Anual_0_2021;Anual;2021;0;Trabalho;13213;TRT17;TRT 17ª Região;ES;ES;3;Pequeno;25;132;32;8;1;16;3401;1210;0;5015,43;0;1080852;0;637,21;0;0;526;471,0533333;;2407;0;0;36,2;0;3281;0;640,8;25;2;1047;55525,02;0;0;29714,99;3670,4;61822,14;0;303190,89;0;0;1382591,82;1420881,98;84541,91;63745,32;7475,14;25265,9075;0;15,04889582;5312,11;120,935269;472,4646154;4910,936416;76431,09;6142,04;1699184;81175,7;33260;632;13;67;94417,69;59172;0;30;424;0,242424242;534;173;394500;346;3;9;756;224;0;;49;;;175;;707;47;2;1;0;0;12;3960;12;376,7908309;18,26627459;23,36564287;0,057476509;0,938366457;108,8888889;22,33333333;0,063753582;0,028653295;0,016198663;526;0,502387775;0;376,7908309;0,616045845
TRT18_GO_Anual_0_2021;Anual;2021;0;Trabalho;13214;TRT18;TRT 18ª Região;GO;GO;2;Médio;3;171;39;104;8;5;9365;572;5366;7378,31;192;2516759,59;760;4193,59;0;0;447;482,1625;894,3333333;0;0;329;0;224955;3363;23,5;0;241,9;0;1793;164858,58;113,28;5792;86870,76;1350,68;15062,2;128119,68;331769,61;0;0;2544649,51;3422059,94;51978,38;117058,42;6572,1;11058,987;1153967,6;30,56321008;3901,947333;141,2929941;2776,997664;56540,11813;144401,44;297138,75;5145150,75;0;147797;1022;107;106;111966,64;101093;0;1754;5246;0,228070175;21208;343;106109;91;12;18;1369;318;0;;90;;;228;;1218;147;4;1;0;6;24;3363;30;59,17958728;24,89548821;25,171372;0,092637472;1,630761576;93,72222222;8,833333333;0,113732893;0,122281093;0,975274215;447;0,249302844;0,107083101;59,17958728;0,629670943
TRT19_AL_Anual_0_2021;Anual;2021;0;Trabalho;13215;TRT19;TRT 19ª Região;AL;AL;3;Pequeno;0;90;40;4;2;0;7063;470;3278,75;0;0;1409305;2586;3622,39;4936;0;535;201,2438889;1092,916667;0;0;524;296;33325;3570;0;852;38;218;806;160296,7;0;14526,85;37727;0;0;15027,25;0;0;0;1322802,87;1221984,36;7843,04;73801,85;0;0;715174,74;31,0261316;3514,37381;18,24118;667,6915;50193,21662;9120,59;13353,83;3714298,03;0;54489;500;20;50;39385,65;32860;1;393;0;0,444444444;119;230;267500;74;12;9;608;148;0;;0;;;148;;546;58;4;1;0;3;18;9872;21;331,8858561;42,8881619;40,25571729;0,214942179;4,878171029;84;4,166666667;0,03691067;0,243796526;;535;0,663771712;0;331,8858561;0,64516129
TRT20_SE_Anual_0_2021;Anual;2021;0;Trabalho;13216;TRT20;TRT 20ª Região;SE;SE;3;Pequeno;1;28;28;11;1;1;7896;922;1763,885;0;0;1206757;1182;1372,418;15,5;0;218;124,7652727;352,777;0;3,3;0;0;0;60,54;0;70,2;363,42;0;644;199587,97;0;8853,18;17197,46;2555,56;2607,68;0;0;0;0;983573,21;2437442,65;35548;36288,57;3242,55;0;348302,91;105,3298208;2268,035625;33,03901852;215,6588571;70551,865;17841,07;15096,12;2116555,95;0;14048;540;70;36;23141,05;47160;1;60;3;1;783;210;0;30;10;6;443;165;0;;56;;;109;;429;14;0;1;0;5;11;146,24;16;0;25,58857082;20,85609012;0,167430025;4,23214525;101,3333333;3,6;0,110530774;0,093167702;0,004658385;218;0,338509317;0;0;0,947204969
TRT21_RN_Anual_0_2021;Anual;2021;0;Trabalho;13217;TRT21;TRT 21ª Região;RN;RN;3;Pequeno;28;71;44;26;7;5;10019;323;1911,55;256,82;0;1314507;490;4615,56;0;0;570;256,4410526;382,31;5723,29;27;0;10990;88,5;743;0;47;253,85;5805;961;153837,47;0;3430;39368,77;766,83;0;0;0;0;0;1048984,01;1628131,88;0;70363,43;9276,11;0;1094143,58;11,97952521;2931,809583;233,4596183;732,6725;107272,5167;61166,42;35168,28;3218175,5;0;43986;262;48;55;135909,55;75053;1;477;912;0,61971831;1254;200;281973;30;9;12;663;243;0;;83;;;160;;567;79;17;1;0;5;19;17585;24;293,4162331;17,51438317;13,97657669;0,133492332;2,049717799;75,5;6,111111111;0,050188105;0,07090828;0,033893266;570;0,593132154;0;293,4162331;0,322580645
TRT22_PI_Anual_0_2021;Anual;2021;0;Trabalho;13218;TRT22;TRT 22ª Região;PI;PI;3;Pequeno;1;26;16;6;2;1;5976;1325;14723,26;0;0;1802406;2000;6402,52;57195;0;463;492,5015385;1051,661429;0;0;0;353,4;95,1762;19790,4;0;3487,505;297;232,53;622;99091,9;0;5955;110799,93;3391,77;11243,5;0;0;0;0;1470428,35;1014573,11;233532,24;135811,8;7416,75;0;18604,91;24,78740099;5030,066667;154,9064576;819,4134043;90766,8575;41979,65;38512,43;1089202,29;210829,74;150043;271;47;35;40931;44853;1;680;276;0,615384615;2016;162;324100;12;8;19;412;175;0;;63;;;112;;329;78;5;1;0;14;13;81058,835;27;521,0610932;40,18473681;32,7832776;0,133235235;2,209259135;30,89473684;4,375;0,540192926;0,546623794;0,443729904;463;0,74437299;0;521,0610932;0,511254019
TRT23_MT_Anual_0_2021;Anual;2021;0;Trabalho;13219;TRT23;TRT 23ª Região;MT;MT;3;Pequeno;5;100;100;33;4;13;14621;666;24224;5383;0;2427535;884;353;505;0;322;220,6153846;734,0606061;821;128;1524;174;333400;22328;89;191;153;1800;1033;271371,11;0;12900,46;145554,19;1758,91;0;0;357944,48;0;55,97;1472712,44;2682520,95;0;126649,05;4644,23;6066,855593;1236406,83;39,39611623;2146,594068;270,8459911;;51256,26321;121609,85;0;2716581,95;196436,05;255500;449;0;76;68091;94082;1;322;24;1;2393;183;377287;53;7;52;814;143;0;;38;;;105;;774;40;0;1;0;33;26;24998;59;365,2342691;25,80233201;15,65349844;0,155406985;2,884410514;18,40384615;10,85714286;0,070198598;0,077928364;0,00464666;322;0,311713456;0;365,2342691;0,434656341
TRT24_MS_Anual_0_2021;Anual;2021;0;Trabalho;13220;TRT24;TRT 24ª Região;MS;MS;3;Pequeno;1;89;34;7;2;5;9069;0;16927;879,68;0;1657207;1465;5594;852,1;0;1203;431,5786667;528,96875;0;0;905;0;66680;0;0;0;43,7;0;814;258673,36;0;19313,61;114722,83;0;15522,63;0;323494,53;0;1939,18;1398335,7;1739239,52;36573,86;60218,13;18900,12;6882,86234;626735,48;30,51742851;1281,236809;305,6121983;1250,422609;73422,3;141804,06;28759,72;954489,9;339196,12;171284;464;23;56;56991,68;54156;1;83;17;0,382022472;923;269;1203000;13;8;39;587;171;0;;83;;;88;;518;63;6;1;0;32;15;852,1;47;1477,886978;30,60061674;25,82051296;0,167460669;4,776448778;19,43589744;7;0,161986662;0,050982801;0,020884521;1203;1,477886978;0;1477,886978;0,598280098
TRT_BR_Anual_0_2021;Anual;2021;0;Trabalho;999991;TRT;Justiça do Trabalho;BR;BR;;;249;2837;1370;711,165;215;214;376859,26;18135;205927,198;79531,719;1833;69732686,29;46410,96;235505,876;137476,5;2;78680;342,0603637;558,0682873;17287,29;3664,7;28791;27691,1;1215149,803;252170,99;2009,21;12430,905;8603,051;8490,38;50958;7414766,05;1429,98;279253,86;2737838,02;50076,66;496579,23;976950,68;13065004,36;1666488,99;4225179,46;62943823,77;110498109,3;3592114,93;2766264,19;310510,33;20672,47525;28631297,97;48,50682301;2144,390845;248,8244979;743,9507109;52982,0742;4702783,01;1737124,91;122494555,5;5354616,83;4010276,9;18900;2335;3614;2277991,062;2371741;15;10998;18181;0,498725883;229265;15101;16147841;2312;501;790;38358;8986;26;0;2436;0;0;6524;0;36315;1825;218;23;0;369;921;438259,875;1290;320,9413086;29,40147609;26,53907984;0,158895621;3,126296695;59,92911392;7,213572854;0,125835101;0,021693891;0,036241461;78682;1,544055889;0,114177152;320,9413086;0,416715727
TRE-AC_AC_Mensal_1_2021;Mensal;2021;1;Eleitoral;13245;TRE-AC;TRE - Acre;AC;AC;;;0;0;0;0;0;0;283;0;0;0;0;54830;0;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;2624,13;0;0;0;0;0;0;0;0;0;32572;0;0;0;16,65;;0;;;2,573636364;;;141,55;0;0;0;0;55;0;;0;;0;0;0;;0;0;485;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;1;;;;
TRE-AL_AL_Mensal_1_2021;Mensal;2021;1;Eleitoral;13246;TRE-AL;TRE - Alagoas;AL;AL;;;0;0;0;0;0;0;700;0;0;0;0;64711;0;0;0;0;142;;;0;0;0;0;0;0;0;0;0;0;0;11294,56;0;0;0;0;0;0;0;0;0;50161,49;0;0;0;2101,23;;0;;;93,96867925;54,48957143;;4980,34;3814,27;0;0;0;53;70;;0;;0;0;0;;0;0;11237;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;142;;;;
TRE-AP_AP_Mensal_1_2021;Mensal;2021;1;Eleitoral;13247;TRE-AP;TRE - Amapá;AP;AP;;;0;0;0;0;0;0;700;28;0;0;127;51690;51;0;0;0;9;;;0;0;0;0;0;0;0;0;0;0;0;4673;288,08;288,25;0;9,55;0;0;0;0;0;32416;0;0;0;174,6;;0;;;8,375;79,69565217;;1675;3666;0;0;0;200;46;;0;;0;0;0;;0;0;102;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;9;;;;
TRE-AM_AM_Mensal_1_2021;Mensal;2021;1;Eleitoral;13248;TRE-AM;TRE - Amazonas;AM;AM;;;0;0;0;0;0;0;96;0;0;0;0;80948;30;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;2182,41;0;115;0;0;0;0;0;0;0;73712,58;0;0;0;0;;0;;;57,61362637;62,99611111;;10485,68;1133,93;0;0;0;182;18;;0;;0;0;0;;0;0;39846;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;0;;;;
TRE-BA_BA_Mensal_1_2021;Mensal;2021;1;Eleitoral;13249;TRE-BA;TRE - Bahia;BA;BA;;;0;0;0;0;0;0;2434;120;0;0;1776;297970;0;0;0;0;867;;;0;0;0;0;0;1522,1;0;4,4;0;0;0;71945,56;497,28;0;0;269,44;0;0;0;0;0;202533,01;0;0;0;13215,64;;0;;;49,91404372;123,3765;;36537,08;2467,53;0;0;0;732;20;;0;;0;0;0;;0;0;162297;0;0;0;;0;0;;;;;;;;;;0;0;0;0;1526,5;0;;;;;;;;;;;867;;;;
TRE-CE_CE_Mensal_1_2021;Mensal;2021;1;Eleitoral;13250;TRE-CE;TRE - Ceará;CE;CE;;;0;0;0;0;0;0;340;244;0;0;0;126181,36;283;0;0;0;159;;;0;0;0;0;0;0;0;0;0;0;0;5902,02;0;1126,34;0;0;0;0;0;0;0;91627,8;0;0;0;0;;0;;;22,45882353;88,01120968;;9926,8;10913,39;0;0;0;442;124;;0;;0;0;0;;0;0;114703;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;159;;;;
TRE-DF_DF_Mensal_1_2021;Mensal;2021;1;Eleitoral;13251;TRE-DF;TRE - Distrito Federal;DF;DF;;;0;0;0;0;0;0;383;0;0;0;0;107217;0;0;0;0;0;;;0;0;0;1,6;0;86,65;0;17,78;0;6,15;0;10222,36;0;0;0;0;0;0;0;0;0;88359,45;0;0;0;0;;0;;;4,772555556;66,64083333;;1288,59;3998,45;0;0;0;270;60;;0;;0;0;0;;0;0;7501;0;0;0;;0;0;;;;;;;;;;0;0;0;0;112,18;0;;;;;;;;;;;0;;;;
TRE-ES_ES_Mensal_1_2021;Mensal;2021;1;Eleitoral;13252;TRE-ES;TRE - Espírito Santo;ES;ES;;;0;0;0;0;0;0;528;28;0;0;0;100245;0;0;0;0;48;;;0;0;0;0;0;0;0;0;0;0;0;8776,98;0;0;0;0;10030,07;0;0;0;0;81460,14;0;0;0;0;;0;;;126,1944604;;;17541,03;0;0;0;0;139;0;;0;;0;0;0;;0;0;38916;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;48;;;;
TRE-MA_MA_Mensal_1_2021;Mensal;2021;1;Eleitoral;13254;TRE-MA;TRE - Maranhão;MA;MA;;;0;0;0;0;0;0;622;342;0;0;0;209356,07;429;0;0;0;246;;;0;0;0;0;0;0;0;0;0;0;0;10225,78;0;1065,55;0;582,6;15245,87;0;0;0;0;185122,14;0;0;0;370,01;;0;;;26,96461905;95,7156;;11325,14;4785,78;0;0;0;420;50;;0;;0;0;0;;0;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;246;;;;
TRE-MT_MT_Mensal_1_2021;Mensal;2021;1;Eleitoral;13255;TRE-MT;TRE - Mato Grosso;MT;MT;;;0;0;0;0;0;0;10;0;0;0;5400;105941;0;0;0;0;108;;;0;0;0;0;0;246;0;86;0;0;0;67,66;3730,5;0;0;0;0;0;0;0;0;96677,97;0;0;0;1429,57;;0;;;2,984951613;74,26572816;;1850,67;7649,37;0;0;0;620;103;;0;;0;0;0;;0;0;171828;0;0;0;;0;0;;;;;;;;;;0;0;0;0;332;0;;;;;;;;;;;108;;;;
TRE-MS_MS_Mensal_1_2021;Mensal;2021;1;Eleitoral;13256;TRE-MS;TRE - Mato Grosso do Sul;MS;MS;;;0;0;0;0;0;0;863;103;0;0;0;91712;128;0;0;161;3;;;0;0;0;0;0;0;0;0;0;0;0;31031,94;0;1033,8;0;0;5520;0;0;0;0;68507,35;0;0;0;0;;0;;;70,17727273;30,09818182;;14667,05;331,08;0;0;0;209;11;;0;;0;0;0;;0;0;87630;0;0;0;;0;0;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;164;;;;
TRE-MG_MG_Mensal_1_2021;Mensal;2021;1;Eleitoral;13257;TRE-MG;TRE - Minas Gerais;MG;MG;;;0;0;0;0;0;0;1274;93;0;0;0;267578;0;0;0;0;277;;;0;0;0;0;0;4155;0;210;0;0;0;24382,9;0;0;0;218,7;0;0;0;0;0;236692,21;0;0;0;3933,4;;0;;;94,59935282;99,24510204;;45313,09;4863,01;0;0;0;479;49;;0;;0;0;0;;0;0;0;0;0;0;;0;0;;;;;;;;;;0;0;0;0;4365;0;;;;;;;;;;;277;;;;
